product_id,product_name,category,price,stock,description,shop_name,rating,reviews_count,image_url
PROD035,Crispy Fried Onions,Food,20000,200,"Super crispy and fragrant Sumenep fried onions. 100gr packaging.",Grandma's Kitchen,4.9,800,https://images.unsplash.com/photo-1607532941433-304659e8198a?w=400&h=400&fit=crop
PROD036,Korean Style Women's Blouse,Clothing,125000,95,"Korean style women's blouse made from ceruti chiffon.",Fashionista,4.6,410,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=400&fit=crop
PROD037,Dried Blue Pea Flower Tea,Beverage,25000,130,"Organic dried blue pea flowers, can change color when lemon is added.",Herbal Health,4.8,280,https://images.unsplash.com/photo-1594631661960-0ad05ba629f7?w=400&h=400&fit=crop
PROD038,Spicy Kaffir Lime Leaf Bantet Macaroni,Food,18000,300,"Fried bantet macaroni with spicy seasoning and kaffir lime leaf aroma.",Fun Snacks,4.5,950,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400&h=400&fit=crop
PROD039,Men's Regular Fit Jeans,Clothing,220000,70,"Jeans made from 14oz denim fabric, classic regular fit style.",Urban Male,4.7,320,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400&h=400&fit=crop
PROD040,Instant Red Ginger,Beverage,35000,140,"Instant red ginger drink, warms the body and relieves cold symptoms.",Herbal Health,4.8,450,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD041,Sweet Spicy Melinjo Chips,Food,42000,90,"Super quality melinjo chips with sweet and spicy seasoning.",Grandma's Kitchen,4.7,180,https://images.unsplash.com/photo-1613919113640-25732ec5e61f?w=400&h=400&fit=crop
PROD042,Women's Eid Kaftan,Clothing,280000,50,"Luxurious kaftan with sequin decorations, perfect for holidays.",Hijab Style,4.9,200,https://images.unsplash.com/photo-1583391733956-6c78276477e1?w=400&h=400&fit=crop
PROD043,Turmeric Tamarind Palm Sugar Powder,Beverage,33000,120,"Traditional turmeric tamarind drink with pure palm sugar sweetener.",Herbal Health,4.7,210,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD044,Crispy Medan Anchovies,Food,55000,85,"Crispy fried Medan anchovies, savory and rich in calcium.",Minang Taste,4.8,260,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD045,Women's Knit Cardigan,Clothing,115000,110,"Fine knit cardigan, Korean-style oversize model.",Fashionista,4.6,480,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400&h=400&fit=crop
PROD046,Pure Wild Kopi Luwak 100gr,Beverage,250000,30,"Wild kopi luwak from Gayo, one of the most expensive coffees in the world.",Nusantara Coffee,4.9,95,https://images.unsplash.com/photo-1559056199-641a0ac8b55e?w=400&h=400&fit=crop
PROD047,Ready-to-Brew Pecel Seasoning,Food,27000,150,"Authentic Madiun pecel seasoning, just brew with hot water.",Grandma's Kitchen,4.8,350,https://images.unsplash.com/photo-1607532941433-304659e8198a?w=400&h=400&fit=crop
PROD048,Cotton Rayon Pajama Set,Clothing,130000,100,"Top and bottom pajama set made from cotton rayon with cute patterns.",Basic Wear,4.7,520,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
PROD049,Dried Red Roselle Tea,Beverage,28000,125,"Dried red roselle flowers, rich in vitamin C and antioxidants.",Herbal Health,4.7,230,https://images.unsplash.com/photo-1594631661960-0ad05ba629f7?w=400&h=400&fit=crop
PROD050,Wet Chocolate Cheese Pia,Food,45000,90,"Wet pia filled with chocolate and cheese, melts in your mouth. Contains 10 pieces.",Mom's Cake Shop,4.8,190,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&h=400&fit=crop
PROD051,Men's Cotton Singlet,Clothing,35000,250,"Men's undershirt made from cotton, absorbs sweat.",Basic Wear,4.6,700,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
PROD052,Organic Apple Cider Vinegar,Beverage,70000,75,"Organic apple cider vinegar with the mother, good for digestion.",Always Healthy,4.9,480,https://images.unsplash.com/photo-1571197776993-b9eeb81df333?w=400&h=400&fit=crop
PROD053,Original Beef Skin Crackers,Food,38000,110,"Original beef skin (rambak) crackers, savory and crispy.",Minang Taste,4.7,240,https://images.unsplash.com/photo-1613919113640-25732ec5e61f?w=400&h=400&fit=crop
PROD054,Ceruti Babydoll Pashmina,Clothing,45000,300,"Premium ceruti babydoll pashmina, easy to style.",Hijab Style,4.8,1500,https://images.unsplash.com/photo-1583391733956-6c78276477e1?w=400&h=400&fit=crop
PROD055,Etawa Goat Milk Powder,Beverage,55000,80,"Etawa goat milk powder, alternative for those allergic to cow's milk.",Herbal Health,4.7,310,https://images.unsplash.com/photo-1563636619-e9143da7973b?w=400&h=400&fit=crop
PROD056,Sweet Crispy Banana Chips,Food,24000,140,"Crispy fried banana chips with natural sweet taste.",Grandma's Kitchen,4.6,220,https://images.unsplash.com/photo-1613919113640-25732ec5e61f?w=400&h=400&fit=crop
PROD057,Plain Crewneck Sweater,Clothing,120000,120,"Unisex crewneck sweater made from cotton fleece, simple and warm.",Basic Wear,4.7,400,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400&h=400&fit=crop
PROD058,Green Coffee Powder,Beverage,65000,60,"Pure green coffee powder to help with diet programs.",Always Healthy,4.5,150,https://images.unsplash.com/photo-1559056199-641a0ac8b55e?w=400&h=400&fit=crop
PROD059,Frozen Crispy Round Tofu,Food,30000,100,"Frozen round tofu ready to fry, crispy outside and soft inside.",Fun Snacks,4.6,300,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD060,Men's Patterned Cotton Boxers,Clothing,40000,180,"Men's boxer shorts made from cotton with various cool patterns.",Urban Male,4.7,600,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
PROD061,Arabic Pebble Chocolate,Food,35000,130,"Unique chocolate shaped like pebbles, hajj souvenir.",Fun Snacks,4.8,450,https://images.unsplash.com/photo-1606312619070-d48b4c652a52?w=400&h=400&fit=crop
PROD062,Instant Bandung Bandrek,Beverage,28000,110,"Instant bandrek drink with selected Sundanese spices.",Herbal Health,4.7,190,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD063,Women's Work Blazer,Clothing,210000,70,"Women's formal work blazer made from gabardine fabric.",Fashionista,4.7,280,https://images.unsplash.com/photo-1515886657613-9f3515b0c78f?w=400&h=400&fit=crop
PROD064,Fried Garlic Peanuts,Food,26000,160,"Fried peanuts with garlic, crispy and savory.",Grandma's Kitchen,4.8,400,https://images.unsplash.com/photo-1613919113640-25732ec5e61f?w=400&h=400&fit=crop
PROD065,Palm Sugar Ginger Syrup,Beverage,50000,80,"Concentrated ginger syrup with palm sugar sweetener, practical and healthy.",Herbal Health,4.8,170,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD066,Bergo Maryam Hijab,Clothing,40000,220,"Instant bergo maryam hijab made from diamond fabric, non-padded and practical.",Hijab Style,4.7,980,https://images.unsplash.com/photo-1583391733956-6c78276477e1?w=400&h=400&fit=crop
PROD067,Organic Palm Sugar (Ant Sugar),Food,32000,150,"Organic palm sugar powder (ant sugar), healthier than regular sugar.",Always Healthy,4.9,550,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD068,Men's Patterned Beach Shirt,Clothing,135000,85,"Men's short-sleeve shirt made from rayon, cool for the beach.",Urban Male,4.6,250,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400&h=400&fit=crop
PROD069,Premium Black Tea Bags,Beverage,25000,140,"Export quality black tea with strong aroma and taste. Contains 25 bags.",Sari Wangi Tea,4.6,160,https://images.unsplash.com/photo-1594631661960-0ad05ba629f7?w=400&h=400&fit=crop
PROD070,Spicy Kaffir Lime Leaf Basreng,Food,19000,280,"Crispy dried fried meatballs with spicy seasoning and fragrant kaffir lime leaves.",Fun Snacks,4.5,1200,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400&h=400&fit=crop
PROD071,Men's Training Pants,Clothing,90000,130,"Training pants made from baby terry, suitable for sports or casual wear.",Basic Wear,4.5,350,https://images.unsplash.com/photo-1555689502-c4b22d76c56f?w=400&h=400&fit=crop
PROD072,Trigona Propolis Honey,Beverage,150000,50,"Rare honey from trigona bees, rich in propolis and bee pollen.",Herbal Health,4.9,220,https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=400&h=400&fit=crop
PROD073,Baked Chocolate Brownies,Food,60000,60,"Fudgy baked brownies with choco chip topping, size 20x10 cm.",Mom's Cake Shop,4.8,210,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&h=400&fit=crop
PROD074,Thumb Hole Arm Sleeves,Clothing,15000,400,"Arm sleeves made from spandex rayon with thumb holes.",Hijab Style,4.7,850,https://images.unsplash.com/photo-1583391733956-6c78276477e1?w=400&h=400&fit=crop
PROD075,Palm Sugar Coffee Milk 1L,Beverage,80000,70,"Trendy iced coffee milk with pure palm sugar in 1-liter bottle packaging.",Nusantara Coffee,4.8,600,https://images.unsplash.com/photo-1559056199-641a0ac8b55e?w=400&h=400&fit=crop
PROD076,Malang Apple Fruit Chips,Food,33000,95,"Crispy chips made from pure Malang apples without sweeteners.",Fun Snacks,4.6,180,https://images.unsplash.com/photo-1613919113640-25732ec5e61f?w=400&h=400&fit=crop
PROD077,Sport Socks,Clothing,20000,250,"Thick above-ankle socks, suitable for sports.",Basic Wear,4.6,550,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
PROD078,Instant Black Grass Jelly Powder,Beverage,18000,160,"Instant black grass jelly (janggelan) powder, easy to make.",Always Healthy,4.5,130,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD079,Instant Rawon Seasoning,Food,22000,140,"Ready-made seasoning for cooking authentic East Javanese rawon, practical and authentic.",Grandma's Kitchen,4.7,280,https://images.unsplash.com/photo-1607532941433-304659e8198a?w=400&h=400&fit=crop
PROD080,Adult Woven Sarong,Clothing,85000,110,"Woven sarong with sitting elephant motif, classic pattern and cool fabric.",Batik Jaya,4.8,420,https://images.unsplash.com/photo-1622519407650-3df9883f76a2?w=400&h=400&fit=crop
PROD081,Red Ginger Extract with Rock Sugar,Beverage,40000,90,"Red ginger extract drink with pure rock sugar sweetener, no pulp.",Herbal Health,4.8,250,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD082,Frozen Melted Chocolate Banana,Food,35000,120,"Frozen chocolate banana (piscok) with melted chocolate, just fry and eat.",Fun Snacks,4.7,480,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD083,Knit Inner Ciput,Clothing,10000,500,"Ciput (hijab inner) made from knit fabric, anti-headache and comfortable.",Hijab Style,4.8,2100,https://images.unsplash.com/photo-1583391733956-6c78276477e1?w=400&h=400&fit=crop
PROD084,Matcha Latte Powder,Beverage,75000,75,"Premium matcha latte powder imported from Japan, authentic taste.",Nusantara Coffee,4.7,200,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD085,Instant Corn Vermicelli,Food,15000,180,"Vermicelli made from corn starch, healthier and chewier.",Always Healthy,4.5,160,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400&h=400&fit=crop
PROD086,Men's Plain White Shirt,Clothing,145000,90,"Plain white long-sleeve shirt made from oxford cotton, for work/formal occasions.",Urban Male,4.6,310,https://images.unsplash.com/photo-1602810318383-e386cc2a3ccf?w=400&h=400&fit=crop
PROD087,VCO Coconut Oil 250ml,Beverage,55000,80,"Pure Virgin Coconut Oil (VCO), can be consumed or used for skin care.",Always Healthy,4.9,350,https://images.unsplash.com/photo-1571197776993-b9eeb81df333?w=400&h=400&fit=crop
PROD088,Original Crispy Chicken Intestines,Food,21000,200,"Crispy fried chicken intestine snacks with original savory flavor.",Grandma's Kitchen,4.6,450,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD089,Plain Baseball Cap,Clothing,45000,210,"Unisex baseball cap made from cotton twill with metal back adjuster.",Basic Wear,4.7,750,https://images.unsplash.com/photo-1521572163474-6864f9cf17ab?w=400&h=400&fit=crop
PROD090,Instant Bir Pletok Powder,Beverage,30000,100,"Traditional Betawi body-warming drink, halal without alcohol.",Herbal Health,4.7,150,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD091,Dried Shrimp Spring Rolls,Food,25000,150,"Mini dried spring roll snacks filled with ebi (dried shrimp).",Fun Snacks,4.7,380,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=400&h=400&fit=crop
PROD092,Men's Long Cargo Pants,Clothing,195000,80,"Multi-pocket cargo pants made from ripstop fabric, durable for outdoor activities.",Urban Male,4.6,280,https://images.unsplash.com/photo-1542272604-787c3835535d?w=400&h=400&fit=crop
PROD093,Pure Cocoa Powder,Beverage,45000,95,"Pure cocoa powder without sugar, perfect for making cakes.",Mom's Cake Shop,4.8,240,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD094,Chocolate Hazelnut Spread,Food,65000,70,"Bread spread with chocolate and hazelnut flavor, imported.",Fruitastic,4.8,320,https://images.unsplash.com/photo-1606312619070-d48b4c652a52?w=400&h=400&fit=crop
PROD095,Women's Casual Jumpsuit,Clothing,165000,75,"Jumpsuit made from cotton rayon, cool and comfortable for hanging out.",Fashionista,4.5,210,https://images.unsplash.com/photo-1594633312681-425c7b97ccd1?w=400&h=400&fit=crop
PROD096,Ginger Coffee (Kojima),Beverage,38000,110,"Combination of coffee, ginger, and honey in one instant drink.",Herbal Health,4.6,180,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=400&h=400&fit=crop
PROD097,Premium Cheese Pineapple Tarts,Food,95000,50,"Pineapple tart cookies with real pineapple filling and edam cheese topping.",Mom's Cake Shop,4.9,160,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=400&h=400&fit=crop
PROD098,Women's Knit Vest,Clothing,85000,130,"V-neck knit vest in crop style, perfect to pair with shirts.",Fashionista,4.7,410,https://images.unsplash.com/photo-1556821840-3a63f95609a7?w=400&h=400&fit=crop
PROD099,Chocolate Nut Granola,Food,70000,85,"Granola cereal with oats, nuts, and chocolate mix.",Always Healthy,4.8,290,https://images.unsplash.com/photo-1572449043416-55f4685c9bb7?w=400&h=400&fit=crop
PROD100,Alkaline Mineral Water pH 8+,Beverage,12000,150,"Mineral water with alkaline pH (basic), good for neutralizing body acid.",Always Healthy,4.7,110,https://images.unsplash.com/photo-1622597467836-f3285f2131b8?w=400&h=400&fit=crop
